Ref,Val,Package,PosX,PosY,Rot,Side
"U18,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",317.000000,-221.000000,-0.000000,bottom"
"U19,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",250.000000,-217.000000,-0.000000,bottom"
"U21,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",267.000000,-206.000000,-0.000000,bottom"
"U22,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",274.000000,-211.000000,-0.000000,bottom"
"U23,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",291.000000,-221.000000,-0.000000,bottom"
"U24,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",268.000000,-201.000000,-0.000000,bottom"
"U25,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",336.000000,-225.000000,-0.000000,bottom"
"U26,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",257.000000,-218.000000,-0.000000,bottom"
"U27,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",253.000000,-212.000000,-0.000000,bottom"
"U28,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",336.000000,-220.000000,-0.000000,bottom"
"U30,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",241.000000,-218.000000,-0.000000,bottom"
"U31,""AP64501SP-13"",""SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias"",222.600000,-246.800000,90.000000,bottom"
"U32,""AP64501SP-13"",""SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias"",307.000000,-274.000000,90.000000,bottom"
"U33,""AP64501SP-13"",""SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias"",222.600000,-236.000000,90.000000,bottom"
"U34,""AP64501SP-13"",""SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias"",230.000000,-235.700000,90.000000,bottom"
"U35,""AP64501SP-13"",""SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias"",230.000000,-246.700000,90.000000,bottom"
"U36,""RT9742SNGV"",""TSOT-23"",218.000000,-285.000000,-0.000000,bottom"
"U45,""TCA9548APWR"",""TSSOP-24_4.4x7.8mm_P0.65mm"",271.387500,-239.500000,-0.000000,bottom"
"U46,""TCA9548APWR"",""TSSOP-24_4.4x7.8mm_P0.65mm"",271.287500,-251.900000,-0.000000,bottom"
"U47,""74HC240"",""TSSOP-20_4.4x6.5mm_P0.65mm"",247.000000,-239.000000,-0.000000,bottom"
"U52,""TB6612FNG"",""SSOP-24_5.3x8.2mm_P0.65mm"",292.000000,-200.000000,-0.000000,bottom"
"U53,""MCP23S17_SO"",""SSOP-28_3.9x9.9mm_P0.635mm"",320.000000,-208.000000,-0.000000,bottom"
"U54,""MCP23S17_SO"",""SSOP-28_3.9x9.9mm_P0.635mm"",303.000000,-200.000000,-0.000000,bottom"
"U55,""ICM-45686"",""IC_ICM-45686"",309.000000,-197.000000,-0.000000,bottom"
"U56,""BME280"",""Bosch_LGA-8_2.5x2.5mm_P0.65mm_ClockwisePinNumbering"",301.000000,-192.000000,-0.000000,bottom"
"U57,""BNO080"",""LGA-28_5.2x3.8mm_P0.5mm"",306.000000,-192.000000,-0.000000,bottom"
"U59,""TS5A23157DGSR"",""SOP50P490X110-10N"",239.000000,-240.000000,-0.000000,bottom"
"U60,""TS5A23157DGSR"",""SOP50P490X110-10N"",248.000000,-232.000000,-0.000000,bottom"
"U61,""TS5A23157DGSR"",""SOP50P490X110-10N"",294.000000,-192.000000,-0.000000,bottom"
"U62,""TS5A23157DGSR"",""SOP50P490X110-10N"",261.000000,-199.000000,-0.000000,bottom"
"U63,""ADS8688"",""TSSOP-38_4.4x9.7mm_P0.5mm"",337.000000,-209.000000,-0.000000,bottom"
"U64,""PCM2704C"",""SSOP28"",330.000000,-273.000000,-0.000000,bottom"
"U65,""TPA6203A1DGN"",""MSOP-8-1EP_3x3mm_P0.65mm_EP1.95x2.15mm_ThermalVias"",287.000000,-259.000000,-0.000000,bottom"
"U67,""PCA9685PW"",""TSSOP-28_4.4x9.7mm_P0.65mm"",318.000000,-229.000000,-0.000000,bottom"
"Y1,""24MHz"",""Crystal_SMD_HC49-SD"",233.000000,-268.000000,-0.000000,bottom"
"Y3,""5MHz"",""Crystal_SMD_HC49-SD"",236.000000,-275.000000,-0.000000,bottom"
"Y4,""32.768MHz"",""Crystal_SMD_HC49-SD"",239.000000,-212.000000,-0.000000,bottom"
"BT1,""Battery_Cell"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",263.200000,-244.300000,90.000000,top"
"C7,""100n"",""C_0805_2012Metric"",277.200000,-266.700000,90.000000,top"
"C8,""1uf"",""C_0805_2012Metric"",231.200000,-218.000000,0.000000,top"
"C9,""1uf"",""C_0805_2012Metric"",223.100000,-218.010000,0.000000,top"
"C10,""1uf"",""C_0805_2012Metric"",231.450000,-192.000000,0.000000,top"
"C11,""100n"",""C_0805_2012Metric"",223.050000,-192.000000,0.000000,top"
"C78,""100uf"",""CP_EIA-7343-31_Kemet-D"",266.600000,-205.800000,180.000000,top"
"C79,""100nf"",""C_0805_2012Metric"",281.600000,-213.800000,0.000000,top"
"C80,""1uf"",""C_0805_2012Metric"",259.100000,-224.400000,-90.000000,top"
"C81,""1uf"",""C_0805_2012Metric"",304.687500,-201.200000,180.000000,top"
"C82,""1uf"",""C_0805_2012Metric"",285.400000,-213.800000,0.000000,top"
"C83,""1uf"",""C_0805_2012Metric"",289.200000,-213.800000,0.000000,top"
"C84,""100nf"",""C_0805_2012Metric"",259.300000,-231.950000,90.000000,top"
"C96,""470uf"",""C_0805_2012Metric"",318.597500,-207.442500,90.000000,top"
"C97,""470uf"",""CP_Elec_8x10"",337.000000,-207.350000,90.000000,top"
"C98,""470uf"",""C_0805_2012Metric"",318.842500,-230.542500,90.000000,top"
"C99,""470uf"",""C_0805_2012Metric"",337.100000,-230.550000,90.000000,top"
"CT1,""100uf"",""CP_EIA-7343-31_Kemet-D"",208.800000,-202.600000,90.000000,top"
"CT3,""100uf"",""CP_EIA-7343-31_Kemet-D"",266.600000,-211.600000,180.000000,top"
"D1,""LED Green"",""D_1206_3216Metric"",259.200000,-249.900000,90.000000,top"
"D2,""LED Red"",""D_1206_3216Metric"",259.200000,-245.200000,-90.000000,top"
"D3,""LED Green"",""D_1206_3216Metric"",246.200000,-191.900000,0.000000,top"
"D4,""LED"",""D_1206_3216Metric"",300.287500,-201.200000,180.000000,top"
"D5,""LED"",""D_1206_3216Metric"",298.600000,-197.000000,0.000000,top"
"D6,""LED"",""D_1206_3216Metric"",298.600000,-192.600000,0.000000,top"
"DC1,""Conn_01x02_Socket"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",293.200000,-232.550000,0.000000,top"
"DC2,""Conn_01x02_Socket"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",293.200000,-239.100000,0.000000,top"
"DC3,""Conn_01x02_Socket"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",293.200000,-245.650000,0.000000,top"
"DC4,""Conn_01x02_Socket"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",293.200000,-252.200000,0.000000,top"
"DC5,""Conn_01x02_Socket"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",293.200000,-258.750000,0.000000,top"
"DC6,""Conn_01x02_Socket"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",293.200000,-265.300000,0.000000,top"
"DSI1,""Conn_01x22_Female"",""Hirose_FH12-22S-0.5SH_1x22-1MP_P0.50mm_Horizontal"",205.250000,-250.100000,-90.000000,top"
"DSI2,""Conn_01x22_Female"",""Hirose_FH12-22S-0.5SH_1x22-1MP_P0.50mm_Horizontal"",205.150000,-230.850000,-90.000000,top"
"DSW1,""SW_DIP_x08"",""SW_DIP_SPSTx08_Slide_Copal_CHS-08A_W5.08mm_P1.27mm_JPin"",271.100000,-251.900000,0.000000,top"
"DSW2,""SW_DIP_x08"",""SW_DIP_SPSTx08_Slide_Copal_CHS-08A_W5.08mm_P1.27mm_JPin"",263.240000,-266.055000,0.000000,top"
"DSW3,""SW_DIP_x08"",""SW_DIP_SPSTx08_Slide_Copal_CHS-08A_W5.08mm_P1.27mm_JPin"",271.200000,-239.500000,0.000000,top"
"ESP1,""ESP32-S3-WROOM-2"",""ESP32-S3-WROOM-2"",283.795000,-196.300000,0.000000,top"
"FB2,""FerriteBead"",""R_2512_6332Metric"",350.200000,-219.000000,0.000000,top"
"GPIO1,""THD-20-R"",""PinHeader_2x20_P2.54mm_Vertical"",253.325000,-222.075000,0.000000,top"
"GPIO2,""Conn_02x14_Counter_Clockwise"",""PinHeader_2x14_P2.54mm_Vertical"",278.025000,-220.690000,0.000000,top"
"I2C_0x70_1,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",310.800000,-245.900000,0.000000,top"
"I2C_0x70_2,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",310.800000,-252.450000,0.000000,top"
"I2C_0x70_3,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",310.800000,-259.000000,0.000000,top"
"I2C_0x70_4,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",310.800000,-265.550000,0.000000,top"
"I2C_0x70_5,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",322.600000,-245.950000,0.000000,top"
"I2C_0x70_6,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",322.600000,-252.550000,0.000000,top"
"I2C_0x70_7,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",322.600000,-259.100000,0.000000,top"
"I2C_0x70_8,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",322.600000,-265.650000,0.000000,top"
"I2C_0x71_1,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",334.400000,-246.050000,0.000000,top"
"I2C_0x71_2,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",334.400000,-252.600000,0.000000,top"
"I2C_0x71_3,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",334.400000,-259.150000,0.000000,top"
"I2C_0x71_4,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",334.400000,-265.700000,0.000000,top"
"I2C_0x71_5,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",345.800000,-246.100000,0.000000,top"
"I2C_0x71_7,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",345.800000,-252.650000,0.000000,top"
"I2C_0x71_8,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",345.800000,-259.200000,0.000000,top"
"I2C_1,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",301.000000,-232.850000,0.000000,top"
"I2C_2,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",300.900000,-239.100000,0.000000,top"
"J1,""XT60-M"",""AMASS_XT60-M_1x02_P7.20mm_Vertical"",349.300000,-275.100000,180.000000,top"
"J2,""USB3_A"",""MTCONN_UBAF30-D2011"",258.400000,-281.410000,0.000000,top"
"J3,""690-019-298-412"",""EDAC 690-019-298-412"",220.050000,-280.340000,0.000000,top"
"J4,""690-019-298-412"",""EDAC 690-019-298-412"",239.450000,-280.437500,0.000000,top"
"J5,""MagJack-A70-112-331N126"",""TRJG0926HENL"",276.710000,-279.840000,0.000000,top"
"J6,""Bus_M.2_Socket_M"",""M.2 M Key socket"",218.023000,-205.400000,90.000000,top"
"J7,""690-008-221-904"",""MOLEX_USB_67298-4090"",295.000000,-279.707500,0.000000,top"
"J8,""USB_C_Receptacle_USB2.0_16P"",""USB_C_Receptacle_Palconn_UTC16-G"",311.880000,-285.660000,0.000000,top"
"J9,""USB_C_Receptacle_USB2.0_16P"",""USB_C_Receptacle_Palconn_UTC16-G"",324.080000,-285.660000,0.000000,top"
"J10,""USB_C_Receptacle_USB2.0_16P"",""USB_C_Receptacle_Palconn_UTC16-G"",336.200000,-285.725000,0.000000,top"
"J11,""THD-02-R"",""PinHeader_2x02_P2.54mm_Vertical"",262.325000,-217.125000,0.000000,top"
"J12,""Conn_01x04_Socket"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",263.050000,-256.100000,90.000000,top"
"J13,""THD-02-R"",""PinHeader_2x02_P2.54mm_Vertical"",285.525000,-264.625000,0.000000,top"
"J31,""Conn_01x02_Pin"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",287.500000,-240.050000,180.000000,top"
"J32,""Conn_01x02_Pin"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",287.500000,-233.600000,180.000000,top"
"JI2C_0x71_6,""Conn_01x04_Pin"",""JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical"",345.800000,-265.750000,0.000000,top"
"M4,""Stepper_Motor_unipolar_6pin"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",323.900000,-193.650000,180.000000,top"
"M5,""Stepper_Motor_unipolar_6pin"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",349.350000,-234.900000,90.000000,top"
"M6,""Stepper_Motor_unipolar_6pin"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",342.200000,-193.750000,180.000000,top"
"M7,""Stepper_Motor_unipolar_6pin"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",349.550000,-212.400000,90.000000,top"
"Module1,""ComputeModule5-CM5"",""Raspberry-Pi-5-Compute-Module"",246.500000,-222.700000,180.000000,top"
"Q1,""IRLHM630PbF"",""PQFN_8x8"",266.200000,-196.700000,0.000000,top"
"Q2,""SS8050-G"",""SOT-23"",271.300000,-229.600000,-90.000000,top"
"Q3,""SS8050-G"",""SOT-23"",271.300000,-225.300000,-90.000000,top"
"Q26,""IRLHM630PbF"",""PQFN_8x8"",330.400000,-274.800000,0.000000,top"
"R5,""4.7k"",""R_0805_2012Metric"",269.775000,-261.535000,90.000000,top"
"R6,""4.7k"",""R_0805_2012Metric"",272.175000,-261.535000,90.000000,top"
"R7,""4.7k"",""R_0805_2012Metric"",274.675000,-261.535000,90.000000,top"
"R8,""1k"",""R_0805_2012Metric"",259.200000,-256.700000,-90.000000,top"
"R9,""1k"",""R_0805_2012Metric"",259.200000,-237.900000,90.000000,top"
"R10,""0R"",""R_0805_2012Metric"",277.175000,-261.535000,90.000000,top"
"R11,""nf"",""R_0805_2012Metric"",277.175000,-257.735000,90.000000,top"
"R12,""470R"",""R_0805_2012Metric"",279.675000,-261.535000,90.000000,top"
"R13,""470R"",""R_0805_2012Metric"",282.175000,-261.535000,90.000000,top"
"R14,""100K 1%"",""R_0805_2012Metric"",208.987500,-209.800000,0.000000,top"
"R15,""1k"",""R_0805_2012Metric"",241.797500,-191.980000,180.000000,top"
"R38,""0.025Ω"",""R_1206_3216Metric"",286.300000,-225.100000,0.000000,top"
"R47,""0.025Ω"",""R_1206_3216Metric"",272.500000,-220.700000,180.000000,top"
"R69,""1k"",""R_0805_2012Metric"",296.087500,-201.200000,0.000000,top"
"R70,""1k"",""R_0805_2012Metric"",303.100000,-197.000000,0.000000,top"
"R71,""1k"",""R_0805_2012Metric"",303.087500,-192.600000,0.000000,top"
"R72,""10k"",""R_0805_2012Metric"",267.400000,-226.200000,180.000000,top"
"R73,""10k"",""R_0805_2012Metric"",267.400000,-222.800000,0.000000,top"
"R74,""10k"",""R_0805_2012Metric"",267.500000,-229.600000,180.000000,top"
"SERVO1,""Conn_01x03_Socket"",""JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical"",300.800000,-245.650000,0.000000,top"
"SERVO2,""Conn_01x03_Socket"",""JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical"",300.800000,-252.200000,0.000000,top"
"SERVO3,""Conn_01x03_Socket"",""JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical"",300.800000,-258.750000,0.000000,top"
"SERVO4,""Conn_01x03_Socket"",""JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical"",300.800000,-265.300000,0.000000,top"
"SPEAKER1,""Conn_01x02_Pin"",""JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical"",285.900000,-245.600000,0.000000,top"
"SPI1,""Conn_01x06_Socket"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",297.200000,-206.550000,0.000000,top"
"SPI2,""Conn_01x06_Socket"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",297.200000,-213.150000,0.000000,top"
"SPI3,""Conn_01x06_Socket"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",297.200000,-219.650000,0.000000,top"
"SPI4,""Conn_01x06_Socket"",""JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical"",297.100000,-226.450000,0.000000,top"
"SW2,""SW_Push"",""PinHeader_1x02_P2.54mm_Vertical"",312.500000,-273.725000,0.000000,top"
"SW3,""SW_Push"",""PinHeader_1x02_P2.54mm_Vertical"",317.090000,-273.725000,0.000000,top"
"SW4,""SW_Push"",""PinHeader_1x02_P2.54mm_Vertical"",321.680000,-273.725000,0.000000,top"
"U3,""74LVC1G07SE-7"",""SOT-353_SC-70-5"",262.500000,-237.600000,180.000000,top"
"U4,""TPD4EUSB30"",""USON-10_2.5x1.0mm_P0.5mm"",281.900000,-266.415000,-90.000000,top"
"U5,""TPD4EUSB30"",""USON-10_2.5x1.0mm_P0.5mm"",272.000000,-266.400000,-90.000000,top"
"U7,""ASEK-32.768KHZ-L-R-T"",""Crystal_SMD_3225-4Pin_3.2x2.5mm"",216.600000,-192.100000,180.000000,top"
"U20,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",285.800000,-219.200000,-90.000000,top"
"U29,""INA226"",""VSSOP-10_3x3mm_P0.5mm"",274.200000,-215.500000,-90.000000,top"
"U37,""CH343P"",""QFN-16-1EP_3x3mm_P0.5mm_EP1.7x1.7mm_ThermalVias"",262.500000,-226.800000,0.000000,top"
"U48,""TMC2240_SILENTSTEPSTICK"",""TMC2209"",318.850000,-207.442500,0.000000,top"
"U49,""TMC2240_SILENTSTEPSTICK"",""TMC2209"",318.842500,-230.542500,0.000000,top"
"U50,""TMC2240_SILENTSTEPSTICK"",""TMC2209"",337.000000,-207.350000,0.000000,top"
"U51,""TMC2240_SILENTSTEPSTICK"",""TMC2209"",337.100000,-230.550000,0.000000,top"
